SUBCAT,DESCRICAO
X365,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  areas de comercio e de servicos
X366,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  areas industriais e em construcao
X367,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  fazenda
X368,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  outros locais especificados
X369,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre  local nao especificado
X370,Vitima de tempestade cataclismica  residencia
X371,Vitima de tempestade cataclismica  habitacao coletiva
X372,Vitima de tempestade cataclismica  escolas outras instituicoes e areas de administracao publica
X373,Vitima de tempestade cataclismica  area para a pratica de esportes e atletismo
X374,Vitima de tempestade cataclismica  rua e estrada
X375,Vitima de tempestade cataclismica  areas de comercio e de servicos
X376,Vitima de tempestade cataclismica  areas industriais e em construcao
X377,Vitima de tempestade cataclismica  fazenda
X378,Vitima de tempestade cataclismica  outros locais especificados
X379,Vitima de tempestade cataclismica  local nao especificado
X380,Vitima de inundacao  residencia
X381,Vitima de inundacao  habitacao coletiva
X382,Vitima de inundacao  escolas outras instituicoes e areas de administracao publica
X383,Vitima de inundacao  area para a pratica de esportes e atletismo
X384,Vitima de inundacao  rua e estrada
X385,Vitima de inundacao  areas de comercio e de servicos
X386,Vitima de inundacao  areas industriais e em construcao
X387,Vitima de inundacao  fazenda
X388,Vitima de inundacao  outros locais especificados
X389,Vitima de inundacao  local nao especificado
X390,Exposicao a outras forcas da natureza e as nao especificadas  residencia
X391,Exposicao a outras forcas da natureza e as nao especificadas  habitacao coletiva
X392,Exposicao a outras forcas da natureza e as nao especificadas  escolas outras instituicoes e areas de administracao publica
X393,Exposicao a outras forcas da natureza e as nao especificadas  area para a pratica de esportes e atletismo
X394,Exposicao a outras forcas da natureza e as nao especificadas  rua e estrada
X395,Exposicao a outras forcas da natureza e as nao especificadas  areas de comercio e de servicos
X396,Exposicao a outras forcas da natureza e as nao especificadas  areas industriais e em construcao
X397,Exposicao a outras forcas da natureza e as nao especificadas  fazenda
X398,Exposicao a outras forcas da natureza e as nao especificadas  outros locais especificados
X399,Exposicao a outras forcas da natureza e as nao especificadas  local nao especificado
X400,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  residencia
X401,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  habitacao coletiva
X402,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  escolas outras instituicoes e areas de administracao publica
X403,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  area para a pratica de esportes e atletismo
X404,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  rua e estrada
X405,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  areas de comercio e de servicos
X406,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  areas industriais e em construcao
X407,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  fazenda
X408,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  outros locais especificados
X409,Envenenamento intoxicacao acidental por e exposicao a analgesicos antipireticos e antireumaticos naoopiaceos  local nao especificado
X410,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  residencia
X411,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  habitacao coletiva
X412,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  escolas outras instituicoes e areas de administracao publica
X413,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  area para a pratica de esportes e atletismo
X414,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  rua e estrada
X415,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  areas de comercio e de servicos
X416,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  areas industriais e em construcao
X417,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  fazenda
X418,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  outros locais especificados
X419,Envenenamento intoxicacao acidental por e exposicao a anticonvulsivantes antiepilepticos sedativos hipnoticos antiparkinsonianos e psicotropicos nao classificadas em outra parte  local nao especificado
X420,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  residencia
X421,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  habitacao coletiva
X422,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  escolas outras instituicoes e areas de administracao publica
X423,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  area para a pratica de esportes e atletismo
X424,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  rua e estrada
X425,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  areas de comercio e de servicos
X426,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  areas industriais e em construcao
X427,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  fazenda
X428,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  outros locais especificados
X429,Envenenamento intoxicacao acidental por e exposicao a narcoticos e psicodislepticos alucinogenos nao classificados em outra parte  local nao especificado
X430,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  residencia
X431,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  habitacao coletiva
X432,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  escolas outras instituicoes e areas de administracao publica
X433,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  area para a pratica de esportes e atletismo
X434,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  rua e estrada
X435,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  areas de comercio e de servicos
X436,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  areas industriais e em construcao
X437,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  fazenda
X438,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  outros locais especificados
X439,Envenenamento intoxicacao acidental por e exposicao a outras substancias farmacologicas de acao sobre o sistema nervoso autonomo  local nao especificado
X440,Envenenamento intoxicacao acidental por e exposicao a outras drogas medicamentos e substancias biologicas nao especificadas  residencia
X441,Envenenamento intoxicacao acidental por e exposicao a outras drogas medicamentos e substancias biologicas nao especificadas  habitacao coletiva
X442,Envenenamento intoxicacao acidental por e exposicao a outras drogas medicamentos e substancias biologicas nao especificadas  escolas outras instituicoes e areas de administracao publica
X443,Envenenamento intoxicacao acidental por e exposicao a outras drogas medicamentos e substancias biologicas nao especificadas  area para a pratica de esportes e atletismo
X444,Envenenamento intoxicacao acidental por e exposicao a outras drogas medicamentos e substancias biologicas nao especificadas  rua e estrada
